Class,Scientific_name,Common_name
club fungi,Abortiporus biennis,
sac fungi,Absconditella delutula,
sac fungi,Acanthothecis silicicola,
sac fungi,Acarospora citrina,
sac fungi,Acarospora novae-hollandiae,
sac fungi,Acarospora sp. (Eromanga M.E.Tozer+ MET1131),
sac fungi,Aderkomyces albostrigosus,
sac fungi,Aderkomyces planus,
sac fungi,Aderkomyces verrucosus,
club fungi,Agaricus arvensis,
club fungi,Agaricus augustus,
club fungi,Agaricus austrovinaceus,
club fungi,Agaricus bisporus,
club fungi,Agaricus campestris var. campestris,
club fungi,Agaricus moelleri,
club fungi,Agaricus rotalis,
club fungi,Agaricus semotus,
club fungi,Agaricus sp. 1,
club fungi,Agaricus sp. 10,
club fungi,Agaricus sp. 11,
club fungi,Agaricus sp. 12,
club fungi,Agaricus sp. 13,
club fungi,Agaricus sp. 18,
club fungi,Agaricus sp. 2/3,
club fungi,Agaricus sp. 4,
club fungi,Agaricus sp. 5,
club fungi,Agaricus sp. 7,
club fungi,Agaricus sp. 9,
club fungi,Agaricus versipes,
club fungi,Agaricus xanthodermus,yellow staining mushroom
sac fungi,Agonimia opuntiella,
club fungi,Agrocybe parasitica,
club fungi,Agrocybe sp. 1,
club fungi,Agrocybe sp. 2,
club fungi,Agrocybe sp. 4,
club fungi,Alboleptonia stylophora,
uncertain,Aleuria aurantia,
uncertain,Aleuria rhenana,
club fungi,Aleurodiscus amorphus,
club fungi,Aleurodiscus sparsus,
club fungi,Allescheriella crocea,
sac fungi,Amandinea diorista var. hypopelidna,
sac fungi,Amandinea efflorescens,
sac fungi,Amandinea endachroa,
sac fungi,Amandinea insperata,
sac fungi,Amandinea montana,
sac fungi,Amandinea pillagaensis,
sac fungi,Amandinea punctata,
sac fungi,Amandinea subplicata,
club fungi,Amanita albosquamosa,
club fungi,Amanita albovolvata,
club fungi,Amanita ananiceps,
club fungi,Amanita basibulbosa,
club fungi,Amanita clelandii,
club fungi,Amanita conicoverrucosa,
club fungi,Amanita crematelloides,
club fungi,Amanita egregia,
club fungi,Amanita egreginus,
club fungi,Amanita elongatospora,
club fungi,Amanita farinacea,
club fungi,Amanita flavella,
club fungi,Amanita fulva,
club fungi,Amanita gossypinoannulata,
club fungi,Amanita grisea,
club fungi,Amanita grisella var. luteolovelata,
club fungi,Amanita griselloides,
club fungi,Amanita grossa,
club fungi,Amanita hemibapha,
club fungi,Amanita murina,
club fungi,Amanita murinaster,
club fungi,Amanita murinoflammea,
club fungi,Amanita muscaria,
club fungi,Amanita nauseosa,
club fungi,Amanita ochraceobulbosa,
club fungi,Amanita ochrophylla,
club fungi,Amanita ochrophyllinus,
club fungi,Amanita pallidobrunnea,
club fungi,Amanita pallidofumosa,
club fungi,Amanita peltigera,
club fungi,Amanita punctata,
club fungi,Amanita pyramidifera,
club fungi,Amanita roseolamellata,
club fungi,Amanita roseophylla,
club fungi,Amanita rubescens,
club fungi,Amanita sordidobubalina,
club fungi,Amanita sp. (Blackbutt A.M.Young Y1900),
club fungi,Amanita sp. (Bunya Mountains A.M.Young Y1358),
club fungi,Amanita sp. 10a,
club fungi,Amanita sp. 10b,
club fungi,Amanita sp. 10c,
club fungi,Amanita sp. 10e,
club fungi,Amanita sp. 11,
club fungi,Amanita sp. 12a,
club fungi,Amanita sp. 12c,
club fungi,Amanita sp. 13,
club fungi,Amanita sp. 13b,
club fungi,Amanita sp. 15,
club fungi,Amanita sp. 17,
club fungi,Amanita sp. 18,
club fungi,Amanita sp. 19,
club fungi,Amanita sp. 2,
club fungi,Amanita sp. 20,
club fungi,Amanita sp. 21,
club fungi,Amanita sp. 23,
club fungi,Amanita sp. 24/2,
club fungi,Amanita sp. 25,
club fungi,Amanita sp. 26,
club fungi,Amanita sp. 27,
club fungi,Amanita sp. 28a,
club fungi,Amanita sp. 28b,
club fungi,Amanita sp. 29,
club fungi,Amanita sp. 3,
club fungi,Amanita sp. 30,
club fungi,Amanita sp. 31,
club fungi,Amanita sp. 32,
club fungi,Amanita sp. 33,
club fungi,Amanita sp. 34,
club fungi,Amanita sp. 37,
club fungi,Amanita sp. 38b,
club fungi,Amanita sp. 39a,
club fungi,Amanita sp. 39b,
club fungi,Amanita sp. 39c,
club fungi,Amanita sp. 39d,
club fungi,Amanita sp. 4,
club fungi,Amanita sp. 40a,
club fungi,Amanita sp. 40b,
club fungi,Amanita sp. 40c,
club fungi,Amanita sp. 41,
club fungi,Amanita sp. 42,
club fungi,Amanita sp. 43,
club fungi,Amanita sp. 44a,
club fungi,Amanita sp. 44b,
club fungi,Amanita sp. 45,
club fungi,Amanita sp. 46,
club fungi,Amanita sp. 47,
club fungi,Amanita sp. 49,
club fungi,Amanita sp. 50,
club fungi,Amanita sp. 52,
club fungi,Amanita sp. 54,
club fungi,Amanita sp. 55,
club fungi,Amanita sp. 56,
club fungi,Amanita sp. 57,
club fungi,Amanita sp. 5a,
club fungi,Amanita sp. 5c,
club fungi,Amanita sp. 60a,
club fungi,Amanita sp. 61,
club fungi,Amanita sp. 62,
club fungi,Amanita sp. 9/2,
club fungi,Amanita sp. 9/4,
club fungi,Amanita sp. 9/8,
club fungi,Amanita striatuloides,
club fungi,Amanita strobilaceoides,
club fungi,Amanita subvaginata,
club fungi,Amanita umbrinella,
club fungi,Amanita vaginata,
club fungi,Amanita xanthocephala,
club fungi,Amauroderma rude,
club fungi,Amauroderma rugosum,
uncertain,Amylascus herbertianus,
sac fungi,Ancistrosporella australiensis,
club fungi,Andebbia pachythrix,
sac fungi,Anisomeridium adnexum,
sac fungi,Anisomeridium albisedum,
sac fungi,Anisomeridium americanum,
sac fungi,Anisomeridium anisolobum,
sac fungi,Anisomeridium australiense,
sac fungi,Anisomeridium biforme,
sac fungi,Anisomeridium carinthiacum,
sac fungi,Anisomeridium consimile,
sac fungi,Anisomeridium consobrinum,
sac fungi,Anisomeridium foliicola,
sac fungi,Anisomeridium holopolium,
sac fungi,Anisomeridium laevigatum,
sac fungi,Anisomeridium polypori,
sac fungi,Anisomeridium sphaerocarpum,
sac fungi,Anisomeridium subnectendum,
sac fungi,Anisomeridium subnexum,
sac fungi,Anisomeridium subprostans,
sac fungi,Anisomeridium tamarindi,
sac fungi,Anisomeridium terminatum,
sac fungi,Anomalographis tulliensis,
club fungi,Anthracophyllum archeri,
club fungi,Anthracophyllum berteroi,
club fungi,Anthracophyllum lateritium,
sac fungi,Anthracothecium australiense,
sac fungi,Anthracothecium gregale,
sac fungi,Anthracothecium macrosporum,
sac fungi,Anthracothecium prasinum,
sac fungi,Anthracothecium toowoombense,
club fungi,Antrodia albida,
club fungi,Antrodia serialis,
club fungi,Antrodia sinuosa,
club fungi,Antrodiella zonata,
sac fungi,Anzia isidiosa,
uncertain,Aphanoascus fulvescens,
club fungi,Aphelaria complanata,
sac fungi,Aptrootia elatior,
club fungi,Arcangeliella beccarii,
club fungi,Arcangeliella texta,
club fungi,Armillaria fumosa,
club fungi,Armillaria hinnulea,
club fungi,Armillaria luteobubalina,
club fungi,Armillaria novaezelandiae,
club fungi,Armillaria pallidula,
club fungi,Armillaria sp. 1,
club fungi,Armillaria sp. 2,
club fungi,Armillaria sp. 3,
club fungi,Armillaria sp. 4,
club fungi,Armillaria sp. 5,
club fungi,Armillaria tabescens,
club fungi,Aroramyces gelatinosporus,
club fungi,Arrhenia australis,
sac fungi,Arthonia accolens,
sac fungi,Arthonia aciniformis,
sac fungi,Arthonia albofarinosa,
sac fungi,Arthonia amoena,
sac fungi,Arthonia cinnabarina var. cinnabarina,
sac fungi,Arthonia cinnabarina var. coccinea,
sac fungi,Arthonia cinnabarina var. purpurea,
sac fungi,Arthonia complanata,
sac fungi,Arthonia conspersula,
sac fungi,Arthonia cyanea,
sac fungi,Arthonia delicatula,
sac fungi,Arthonia dispersa,
sac fungi,Arthonia gracilenta,
sac fungi,Arthonia gracilior,
sac fungi,Arthonia gracillima,
sac fungi,Arthonia leptospora,
sac fungi,Arthonia lividula,
sac fungi,Arthonia nigratula,
sac fungi,Arthonia palmulacea,
sac fungi,Arthonia radiata,
sac fungi,Arthonia rubella,
sac fungi,Arthonia subcondita,
sac fungi,Arthonia subconveniens,
sac fungi,Arthonia subgyrosa,
sac fungi,Arthonia thozetiana,
sac fungi,Arthonia trilocularis,
sac fungi,Arthopyrenia cinchonae,
sac fungi,Arthopyrenia cinereopruinosa,
sac fungi,Arthopyrenia fallacior,
sac fungi,Arthopyrenia gravastella,
sac fungi,Arthopyrenia planorbis,
sac fungi,Arthopyrenia punctiformis,
sac fungi,Arthopyrenia subgregans,
sac fungi,Arthopyrenia zostra,
sac fungi,Arthothelium cinereoargenteum,
sac fungi,Arthothelium macrothecum,
sac fungi,Arthothelium microsporum,
sac fungi,Arthothelium polycarpum,
club fungi,Artomyces piperatus,
club fungi,Artomyces pyxidatus,
uncertain,Ascobolus australis,
uncertain,Ascobolus baileyi,
uncertain,Ascobolus crenulatus,
uncertain,Ascobolus geophilus,
uncertain,Ascocoryne sarcoides,
uncertain,Ascodesmis sphaerospora,
club fungi,Aseroe arachnoidea,
club fungi,Aseroe rubra,
sac fungi,Aspicilia cinerea,
sac fungi,Aspidothelium fugiens,
sac fungi,Aspidothelium scutellicarpum,
sac fungi,Aspidothelium verruculosum,
sac fungi,Asteroporum punctuliforme,
uncertain,Astrosphaeriella picea,
sac fungi,Astrothelium cinnamomeum,
sac fungi,Astrothelium confusum,
sac fungi,Astrothelium eustomum,
sac fungi,Astrothelium galbineum,
sac fungi,Astrothelium subclandestinum,
sac fungi,Astrothelium variolosum,
club fungi,Athelia arachnoidea,
club fungi,Athelia rolfsii,
sac fungi,Aulaxina dictyospora,
sac fungi,Aulaxina epiphylla,
sac fungi,Aulaxina opegraphina,
club fungi,Aurantiporus pulcherrimus,
club fungi,Auricularia auriculajudae,
club fungi,Auricularia cornea,
club fungi,Auricularia delicata,
club fungi,Auricularia mesenterica,
club fungi,Aurificaria indica,
club fungi,Aurificaria luteoumbrina,
sac fungi,Australiaena streimannii,
club fungi,Australopilus palumanus,
club fungi,Australoporus tasmanicus,
club fungi,Austroboletus eburneus,
club fungi,Austroboletus lacunosus,
club fungi,Austroboletus longipes,
club fungi,Austroboletus mutabilis,
club fungi,Austroboletus niveus,
club fungi,Austroboletus novae-zelandiae,
club fungi,Austroboletus occidentalis,
club fungi,Austroboletus rarus,
club fungi,Austroboletus rostrupii,
club fungi,Austroboletus sp. (Davies Ck N.Bougher E4511),
club fungi,Austroboletus sp. 2,
club fungi,Austroboletus sp. 3,
club fungi,Austroboletus sp. 4,
club fungi,Austroboletus sp. 5,
club fungi,Austroboletus subvirens,
club fungi,Austroboletus valens,
club fungi,Austrogautieria clelandii,
sac fungi,Austrographa kurriminensis,
sac fungi,Austrographa pseudopallidella,
sac fungi,Austrographa skyrinica,
sac fungi,Austroparmelina conlabrosa,
sac fungi,Austroparmelina elixiana,
sac fungi,Austroparmelina norpruinata,
sac fungi,Austroparmelina pruinata,
sac fungi,Austroparmelina pseudorelicina,
sac fungi,Austroparmelina subarida,
sac fungi,Austroparmelina subtiliacea,
club fungi,Austropaxillus infundibuliformis,
club fungi,Austropaxillus muelleri,
sac fungi,Bacidia alutacea,
sac fungi,Bacidia effusa,
sac fungi,Bacidia furfurella,
sac fungi,Bacidia incompta var. incompta,
sac fungi,Bacidia incompta var. spissa,
sac fungi,Bacidia millegrana forma millegrana,
sac fungi,Bacidia millegrana var. fusconigrescens,
sac fungi,Bacidia millegrana var. millegrana,
sac fungi,Bacidia multiseptata,
sac fungi,Bacidia quadrilocularis,
sac fungi,Bacidia raffii,
sac fungi,Bacidia rhodocardia,
sac fungi,Bacidia rudis,
sac fungi,Bacidia subproposita,
sac fungi,Bacidia superbula,
sac fungi,Bacidia superula,
sac fungi,Bacidia vinicolor,
sac fungi,Bacidina apiahica,
sac fungi,Bacidina defecta,
sac fungi,Bacidina scutellifera,
sac fungi,Bactrospora denticulata,
sac fungi,Bactrospora myriadea,
sac fungi,Bactrospora pleistophragmia,
sac fungi,Baculifera epifuscescens,
sac fungi,Baculifera intermedioides,
sac fungi,Baculifera micronema,
sac fungi,Baculifera orosa,
sac fungi,Baculifera pseudomicromera,
sac fungi,Baculifera xylophila,
sac fungi,Badimia pallidula,
sac fungi,Badimia polillensis,
sac fungi,Bapalmuia buchananii,
sac fungi,Bapalmuia palmularis,
sac fungi,Bapalmuia sorediata,
sac fungi,Bathelium madreporiforme,
club fungi,Battarrea phalloides,
club fungi,Battarrea stevenii,
sac fungi,Biatorella australica,
sac fungi,Biatoropsis usnearum,
uncertain,Biscogniauxia baileyi,
uncertain,Biscogniauxia capnodes var. capnodes,
uncertain,Biscogniauxia capnodes var. rumpens,
uncertain,Biscogniauxia nummularia,
uncertain,Biscogniauxia waitpela,
uncertain,Bisporella citrina,
club fungi,Bjerkandera adusta,
club fungi,Bolbitius variicolor,
club fungi,Bolbitius vitellinus,
club fungi,Boletellus ananiceps,
club fungi,Boletellus badiovinosus,
club fungi,Boletellus coccineus,
club fungi,Boletellus deceptivus,
club fungi,Boletellus dissiliens,
club fungi,Boletellus emodensis,
club fungi,Boletellus obscurecoccineus,
club fungi,Boletellus reminiscens,
club fungi,Boletellus sinapipes,
club fungi,Boletellus sp. 1,
club fungi,Boletellus sp. 2,
club fungi,Boletellus sp. 3,
club fungi,Boletellus sp. 5,
club fungi,Boletellus sp. 6,
club fungi,Boletellus sp. 7,
club fungi,Boletus balloui var. fuscatus,
club fungi,Boletus barragensis,
club fungi,Boletus dispersus,
club fungi,Boletus emilii,
club fungi,Boletus granulopunctatus,
club fungi,Boletus haedinus,
club fungi,Boletus laetissimus,
club fungi,Boletus rawlingsii,
club fungi,Boletus rhodoleucus,
club fungi,Boletus rubens,
club fungi,Boletus rufoaureus,
club fungi,Boletus sp. (Davies Creek NP R.E.Halling+ 8907),
club fungi,Boletus sp. (Davies Creek Rd R.E.Halling+ 8917),
club fungi,Boletus sp. 1,
club fungi,Boletus sp. 2,
club fungi,Boletus sp. 4,
club fungi,Boletus sp. 5,
club fungi,Boletus sp. 8,
club fungi,Boletus sp. 9,
club fungi,Boletus subglabripes,
club fungi,Boletus umbriniporus,
club fungi,Boletus viridis,
club fungi,Botryobasidium vagum,
,Botryolepraria neotropica,
club fungi,Bovista aestivalis,
club fungi,Bovista aspera,
club fungi,Bovista cunninghamii,
club fungi,Bovista gunnii,
club fungi,Bovista pusilla,
sac fungi,Brigantiaea leucoxantha,
sac fungi,Brigantiaea lobulata,
sac fungi,Brigantiaea microcarpa,
sac fungi,Brigantiaea phaeomma,
sac fungi,Brigantiaea tricolor,
club fungi,Buchwaldoboletus sphaerocephalus,
sac fungi,Buellia aethalea,
sac fungi,Buellia atrofuscata,
sac fungi,Buellia bahiana,
sac fungi,Buellia bohlensis,
sac fungi,Buellia curatellae,
sac fungi,Buellia deightoni,
sac fungi,Buellia demutans,
sac fungi,Buellia dialyta,
sac fungi,Buellia dimbulahensis,
sac fungi,Buellia disciformis var. cinereoferruginea,
sac fungi,Buellia dispersa,
sac fungi,Buellia dissa,
sac fungi,Buellia epigaella,
sac fungi,Buellia erubescens,
sac fungi,Buellia fraudans,
sac fungi,Buellia gerontoides,
sac fungi,Buellia herveyensis,
sac fungi,Buellia homophylia,
sac fungi,Buellia hyporosea,
sac fungi,Buellia kaproorea,
sac fungi,Buellia kimberleyana,
sac fungi,Buellia levieri,
sac fungi,Buellia maculata,
sac fungi,Buellia mammillana,
sac fungi,Buellia maunakeansis,
sac fungi,Buellia parasema var. rugulosa,
sac fungi,Buellia parastata,
sac fungi,Buellia pigmentosa,
sac fungi,Buellia placodiomorpha,
sac fungi,Buellia pleiotera,
sac fungi,Buellia polyxanthonica var. isidiata,
sac fungi,Buellia polyxanthonica var. polyxanthonica,
sac fungi,Buellia procellarum,
sac fungi,Buellia pseudotetrapla,
sac fungi,Buellia rechingeri,
sac fungi,Buellia remensa,
sac fungi,Buellia sanguinariella,
sac fungi,Buellia sp. (Burrum Heads N.Stevens 1126),
sac fungi,Buellia spuria var. amblyogona,
sac fungi,Buellia spuria var. spuria,
sac fungi,Buellia stellulata,
sac fungi,Buellia subarenaria,
sac fungi,Buellia subareolata,
sac fungi,Buellia subcallispora,
sac fungi,Buellia subcoronata,
sac fungi,Buellia subcrassata,
sac fungi,Buellia subdisciformis var. subdisciformis,
sac fungi,Buellia tetrapla var. nigrocincta,
sac fungi,Buellia xanthonica,
sac fungi,Buelliella inops,
sac fungi,Bulbothrix apophysata,
sac fungi,Bulbothrix bicornuta,
sac fungi,Bulbothrix goebelii,
sac fungi,Bulbothrix isidiza,
sac fungi,Bulbothrix microscopica,
sac fungi,Bulbothrix queenslandica,
sac fungi,Bulbothrix subtabacina,
sac fungi,Bulbothrix tabacina,
sac fungi,Bunodophoron coomerense,
sac fungi,Bunodophoron diplotypum,
sac fungi,Bunodophoron formosanum,
sac fungi,Bunodophoron insigne,
sac fungi,Bunodophoron murrayi,
club fungi,Byssocorticium atrovirens,
sac fungi,Byssoloma annuum,
sac fungi,Byssoloma aurantiacum,
sac fungi,Byssoloma chlorinum,
sac fungi,Byssoloma confusum,
sac fungi,Byssoloma dimerelloides,
sac fungi,Byssoloma discordans,
sac fungi,Byssoloma leucoblepharum,
sac fungi,Byssoloma microcarpum,
sac fungi,Byssoloma murinum,
sac fungi,Byssoloma subdiscordans,
sac fungi,Byssoloma subleucoblepharum,
sac fungi,Byssoloma subundulatum,
sac fungi,Byssoloma vanderystii,
club fungi,Byssomerulius corium,
sac fungi,Calenia aspidota,
sac fungi,Calenia bullatinoides,
sac fungi,Calenia graphidea,
sac fungi,Calenia leptocarpa,
sac fungi,Calenia phyllogena,
sac fungi,Calenia subdepressa,
sac fungi,Calenia thelotremella,
sac fungi,Caleniopsis conspersa,
sac fungi,Calicium abietinum,
sac fungi,Calicium atronitescens,
sac fungi,Calicium chlorosporum,
sac fungi,Calicium glaucellum,
sac fungi,Calicium glebosum,
sac fungi,Calicium hyperelloides,
sac fungi,Calicium lenticulare,
sac fungi,Calicium robustellum,
sac fungi,Calicium salicinum,
sac fungi,Calicium tricolor,
sac fungi,Calicium victorianum,
club fungi,Callistosporium luteo-olivaceum,
club fungi,Calocera cornea,
club fungi,Calocera fusca,
club fungi,Calocera guepinioides,
club fungi,Calocybe civilis,
sac fungi,Calopadia foliicola,
sac fungi,Calopadia fusca,
sac fungi,Calopadia phyllogena,
sac fungi,Calopadia puiggarii,
sac fungi,Calopadia subcoerulescens,
sac fungi,Caloplaca aliciae,
sac fungi,Caloplaca aseptatospora,
sac fungi,Caloplaca australiensis,
sac fungi,Caloplaca bassiae,
sac fungi,Caloplaca brownlieae,
sac fungi,Caloplaca byrsonimae,
sac fungi,Caloplaca cerina,
sac fungi,Caloplaca cinnabarina var. opaca,
sac fungi,Caloplaca cirrochroa forma leprosa,
sac fungi,Caloplaca clavatoisidiata,
sac fungi,Caloplaca clavigera,
sac fungi,Caloplaca conjungens,
sac fungi,Caloplaca cupulifera,
sac fungi,Caloplaca elixii,
sac fungi,Caloplaca ferruginea,
sac fungi,Caloplaca filsonii,
sac fungi,Caloplaca flavorubescens,
sac fungi,Caloplaca fraserensis,
sac fungi,Caloplaca leptozona,
sac fungi,Caloplaca microloba,
sac fungi,Caloplaca norfolkensis,
